DonorName,AcceptorName,DonorSMILES,AcceptorSMILES,V_OC,J_SC,PCE,FF_percent,HOMO_D,LUMO_D,HOMO_A,LUMO_A,Lambda+,Lambda-,PubYear,DOI,source,orbital_label_type,split
P6T-F100,EH-IDTBR,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1csc(-c2ccc(-c3ccc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c5cc(F)c(-c6sccc6F)s5)s4)s3)s2)c1,CCCCC(CC)CC1(CC(CC)CCCC)c2cc3c(cc2-c2sc(-c4ccc(/C=C5\SC(=S)N(CC)C5=O)c5nsnc45)cc21)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc(-c2ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc24)sc1-3,0.99,11.2,7.2,65.0,-5.25,-3.33,-5.57,-3.91,,,2019.0,10.1021/acsaem.9b01532,opvdb_experimental,electrochemical,training
PBDB-TF,COi8DFIC,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)Oc3c(sc4c5c(sc34)-c3sc4cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc4c3C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)O5)-c3sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc4c32)cc1,0.79,16.37,7.22,55.8,-5.54,-3.51,-5.32,-4.0,,,2019.0,10.1039/c9tc03534f,opvdb_experimental,electrochemical,training
SM1,MPU1,CCCCCCCCc1cc(/C=C(/C#N)C(=O)OCC(CC)CCCC)sc1-c1ccc(-c2sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(-c6cc(CCCCCCCC)c(-c7ccc(-c8sc(/C=C(\C#N)C(=O)OCC(CC)CCCC)cc8CCCCCCCC)s7)s6)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)cc2CCCCCCCC)s1,CCCCC(CC)CN1C(=O)C2=C(c3ccc(/C=C4\SC(=S)N(CC)C4=O)s3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(/C=C2\SC(=S)N(CC)C2=O)s1,0.95,12.67,7.22,60.0,-5.25,-2.8,-5.81,-3.99,,,2019.0,10.1002/solr.201900471,opvdb_experimental,electrochemical,training
PBDTSe-FTTE,ITIC-Th,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)[se]5)c5sccc5c(-c5ccc(CC(CC)CCCC)[se]5)c4s3)scc2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)s3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)s2)(c2ccc(CCCCCC)s2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)s1,0.785,15.6,7.26,59.4,-5.47,-3.85,-5.81,-4.01,,,2019.0,10.1021/acs.chemmater.9b01741,opvdb_experimental,electrochemical,training
PBDB-T,FDTBT-IDTT-FINCN,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8sc9c(c8s7)C(c7ccc(CCCCCC)cc7)(c7ccc(CCCCCC)cc7)c7cc8c(cc7-9)C(c7ccc(CCCCCC)cc7)(c7ccc(CCCCCC)cc7)c7c-8sc8cc(/C=C9\C(=O)c%10cc(F)c(F)cc%10C9=C(C#N)C#N)sc78)s6)c6nsnc56)s4)sc23)cc1,0.86,13.57,7.27,62.0,-5.33,-3.48,-5.46,-3.92,,,2019.0,10.1021/acsami.9b15247,opvdb_experimental,electrochemical,training
P6T-F100,EH-IDTBR,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2ccc(-c3ccc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c5cc(F)c(-c6sc(C)cc6F)s5)s4)s3)s2)sc1C,CCCCC(CC)CC1(CC(CC)CCCC)c2cc3c(cc2-c2sc(-c4ccc(/C=C5\SC(=S)N(CC)C5=O)c5nsnc45)cc21)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc(-c2ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc24)sc1-3,0.99,11.2,7.3,66.0,-5.25,-3.33,-5.57,-3.91,,,2019.0,10.1021/acsaem.9b01532,opvdb_experimental,electrochemical,training
POEGT,TQT1,CCOCCOCCOc1cc(-c2ccc(-c3cc(OCCOCCOCC)c(-c4ccc(C)s4)s3)s2)sc1C,CCOCCOCCOc1ccc(-c2nc3c(-c4cccs4)c4nsnc4c(-c4cccs4)c3nc2-c2ccc(OCCOCCOCC)cc2)cc1,0.78,0.92,0.22,30.0,-4.74,-2.98,-5.18,-3.95,,,2019.0,10.1039/c9nj02419k,opvdb_experimental,electrochemical,training
P3TCO-1,PC71BM,CCCCCCCCSc1ccc(-c2c3cc(-c4cc(C(=O)CC(CC)CCCC)c(-c5ccc(-c6sccc6C(=O)CC(CC)CCCC)s5)s4)sc3c(-c3ccc(SCCCCCCCC)s3)c3ccsc23)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,0.935,12.31,6.67,58.0,-5.39,-3.17,-5.9,-3.9,,,2019.0,10.1002/marc.201900246,opvdb_experimental,electrochemical,training
P-i-DFBT,ITIC-4F,CCCCCCCCCCC(CCCCCCCC)Cc1csc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4ccc(/C=C(\C#N)c5cc(OCC(CC)CCCC)c(/C(C#N)=C/c6cccs6)cc5OCC(CC)CCCC)s4)s3)c3nsnc23)c1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6/C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4/C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.89,14.15,6.67,51.61,-5.59,-3.29,-5.82,-4.24,,,2019.0,10.1039/c9py01781j,opvdb_experimental,electrochemical,training
TE2-BTDF-(T2),IT-4F,CCCCCCCCCCCCC(CCCCCCCCCC)COC(=O)c1cc(-c2c(F)c(F)c(-c3cc(C(=O)OCC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c4ccc(-c5ccc(C)s5)s4)s3)c3nsnc23)sc1C,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.86,11.1,6.69,70.0,-5.76,-3.59,-5.96,-4.42,,,2019.0,10.1021/acs.chemmater.9b03327,opvdb_experimental,electrochemical,training
PHTTz,PC71BM,CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2sccc2CCCCCC)sc1-c1cc(F)c(-c2sc(-c3sc(-c4sc(-c5nncnn5)cc4CCCCCC)cc3CC(CCCCCCCC)CCCCCCCCCC)cc2F)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,0.84,11.54,6.69,69.0,-5.34,-3.64,-5.9,-3.9,,,2019.0,10.1016/j.dyepig.2019.107717,opvdb_experimental,electrochemical,training
PBDT-TTz,PC61BM,CCCCC(CC)COc1c2cc(-c3sc(-c4nnc(-c5cc(CC(CC)CCCC)cs5)nn4)cc3CC(CC)CCCC)sc2c(OCC(CC)CCCC)c2ccsc12,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,0.89,10.3,6.7,73.0,-5.42,-3.58,-6.1,-3.7,,,2019.0,10.1021/acs.chemmater.9b03570,opvdb_experimental,electrochemical,training
PTAZ-TPD10-C8,ITIC,CCCCCCCCc1cc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9cc(CCCCCCCC)c(CCCCCCCC)s9)c9sc(-c%10scc%11c%10C(=O)N(CCCCCCCC)C%11=O)cc9c(-c9cc(CCCCCCCC)c(CCCCCCCC)s9)c8s7)s6)c6nn(CC(CC)CCCC)nc56)s4)sc3c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c3ccsc23)sc1CCCCCCCC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.89,12.6,6.7,60.0,-5.27,-3.23,-5.576,-3.916,,,2019.0,10.1002/aenm.201901740,opvdb_experimental,electrochemical,training
p-DTS(FBTTh2)2,PC70BM,CCCCCCc1ccc(-c2ccc(-c3cc(F)c(-c4cc5c(s4)-c4sc(-c6c(F)cc(-c7ccc(-c8ccc(CCCCCC)s8)s7)c7nsnc67)cc4[Si]5(CC(CC)CCCC)CC(CC)CCCC)c4nsnc34)s2)s1,CCCCC(=O)OCC1(C2=CC=CC=C2)C3=CC=CC4=CC=CC5=CC=CC6=CC=C7C=CC=CC8=CC=CC1=C8C7=C6C5=C4C3,0.78,12.86,6.74,67.0,-5.12,-3.34,-6.1,-3.9,,,2019.0,10.1016/j.orgel.2019.105512,opvdb_experimental,electrochemical,training
P6T-F75,EH-IDTBR,CCCCCCCCCCCCC(CCCCCCCCCC)Cc1csc(-c2ccc(-c3ccc(-c4cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c5cc(F)c(-c6sc(-c7sc(-c8ccc(-c9ccc(-c%10cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c%11ccc(-c%12cccs%12)s%11)s%10)s9)s8)cc7CC(CCCCCCCCCC)CCCCCCCCCCCC)cc6F)s5)s4)s3)s2)c1,CCCCC(CC)CC1(CC(CC)CCCC)c2cc3c(cc2-c2sc(-c4ccc(/C=C5\SC(=S)N(CC)C5=O)c5nsnc45)cc21)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc(-c2ccc(/C=C4\SC(=S)N(CC)C4=O)c4nsnc24)sc1-3,0.98,10.8,6.8,64.0,-5.26,-3.3,-5.57,-3.91,,,2019.0,10.1021/acsaem.9b01532,opvdb_experimental,electrochemical,training
PTAZ-TPD10-C10,N2200,CCCCCCCCCCc1cc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9cc(CCCCCCCCCC)c(CCCCCCCCCC)s9)c9sc(-c%10scc%11c%10C(=O)N(CCCCCCCC)C%11=O)cc9c(-c9cc(CCCCCCCCCC)c(CCCCCCCCCC)s9)c8s7)s6)c6nn(CC(CC)CCCC)nc56)s4)sc3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3ccsc23)sc1CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6cccs6)s5)cc(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,0.87,11.2,6.8,70.0,-5.27,-3.23,-5.71,-4.02,,,2019.0,10.1002/aenm.201901740,opvdb_experimental,electrochemical,training
DRCN5T,IDIC,CCCCCCCCc1cc(/C=c2\sc(=C(C#N)C#N)n(CC)c2=O)sc1-c1cc(CCCCCCCC)c(-c2ccc(-c3sc(-c4sc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)cc4CCCCCCCC)cc3CCCCCCCC)s2)s1,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,0.91,12.35,6.8,60.4,-5.22,-3.41,-5.69,-3.91,,,2019.0,10.1002/solr.201900528,opvdb_experimental,electrochemical,training
PBDB-T,DBTIC-2F,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCC(CCCC)Cc1ccc(C2(c3ccc(CC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc32)sc2cc3c(cc24)C(c2ccc(CC(CCCC)CCCCCC)cc2)(c2ccc(CC(CCCC)CCCCCC)cc2)c2cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc2-3)cc1,0.799,15.16,6.81,56.3,-5.28,-3.48,-5.94,-4.08,,,2019.0,10.1039/c9ta02544h,opvdb_experimental,electrochemical,training
PBDB-T,B-4TPDI,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCC(CCCCC)N1C(=O)c2ccc3c4ccc5c6c(cc(C#Cc7cc(C#Cc8cc9c%10c(ccc%11c%12ccc%13c%14c(ccc(c8c%10%11)c%14%12)C(=O)N(C(CCCCC)CCCCC)C%13=O)C(=O)N(C(CCCCC)CCCCC)C9=O)c8ccc9c(C#Cc%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCCC)CCCCC)C%15=O)C(=O)N(C(CCCCC)CCCCC)C%11=O)cc(C#Cc%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCCC)CCCCC)C%15=O)C(=O)N(C(CCCCC)CCCCC)C%11=O)c%10ccc7c8c%109)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCC)CCCCC)C5=O,0.86,13.15,6.84,60.4,-5.33,-3.53,-5.84,-3.89,,,2019.0,10.1021/acsaem.9b00611,opvdb_experimental,electrochemical,training
PBDTTSi-TzBI,ITIC,CCCCCCCCN1C(=O)c2c(c(-c3ccc(-c4cc5c(-c6ccc([Si](CCCC)(CCCC)CCCC)s6)c6sccc6c(-c6ccc([Si](CCCC)(CCCC)CCCC)s6)c5s4)s3)c3nn(CC(CC)CCCC)nc3c2-c2cccs2)C1=O,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.98,12.7,6.85,55.0,-5.46,-3.33,-5.576,-3.916,,,2019.0,10.1016/j.orgel.2019.105572,opvdb_experimental,electrochemical,training
PB3T-C66,IT-4F,CCCCCCCCc1csc(-c2ccc(-c3cc(CCCCCCCC)c(-c4cc5c(-c6cc(CCCCCC)c(CCCCCC)s6)c6sccc6c(-c6cc(CCCCCC)c(CCCCCC)s6)c5s4)s3)s2)c1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.78,7.1,2.3,41.0,-5.23,-2.89,-5.66,-4.14,,,2019.0,10.1002/aenm.201904247,opvdb_experimental,electrochemical,training
PTAZ-TPD10-C6,N2200,CCCCCCCCN1C(=O)c2csc(-c3cc4c(-c5cc(CCCCCC)c(CCCCCC)s5)c5sc(-c6ccc(-c7c(F)c(F)c(-c8ccc(-c9cc%10c(-c%11cc(CCCCCC)c(CCCCCC)s%11)c%11sccc%11c(-c%11cc(CCCCCC)c(CCCCCC)s%11)c%10s9)s8)c8nn(CC(CC)CCCC)nc78)s6)cc5c(-c5cc(CCCCCC)c(CCCCCC)s5)c4s3)c2C1=O,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6cccs6)s5)cc(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,0.86,4.4,2.3,60.0,-5.27,-3.23,-5.71,-4.02,,,2019.0,10.1002/aenm.201901740,opvdb_experimental,electrochemical,training
PBB,Y6,CCCCC(CC)Cc1ccc(-c2c3cc(-c4scc5c4C(=O)c4c(CC(CC)CCCC)sc(CC(CC)CCCC)c4C5=O)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.84,4.25,1.51,42.4,-5.54,-3.59,-5.65,-4.09,,,2020.0,10.1021/acs.macromol.0c00405,opvdb_experimental,electrochemical,training
P3HT,BTz-Np,CCCCCCc1ccsc1,CCCCCCc1cc(-c2ccc(-c3cc(CCCCCC)c(C#Cc4ccc5c6c(cccc46)C(=O)N(c4ccc6c(c4)C(CCCC)(CCCC)c4ccccc4-6)C5=O)s3)c3nsnc23)sc1C#Cc1ccc2c3c(cccc13)C(=O)N(c1ccc3c(c1)C(CCCC)(CCCC)c1ccccc1-3)C2=O,0.94,3.52,1.53,46.0,-5.01,-3.12,-5.95,-3.44,,,2020.0,10.1021/acssuschemeng.0c07114,opvdb_experimental,electrochemical,training
P3HT,IDT-R,CCCCCCc1ccsc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(/C=c3/sc(=C(C#N)C#N)n(CC)c3=O)sc2-4)cc1,0.73,3.73,1.57,51.25,-5.01,-3.12,-5.44,-3.53,,,2020.0,10.1039/d0ta09924d,opvdb_experimental,electrochemical,training
PBDB-TF,BTP-ClBr,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCCCCCCc1c(/C=C2\C(=O)c3c(ccc(Br)c3Cl)C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8c(ccc(Br)c8Cl)C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,0.906,23.48,16.82,79.0,-5.49,-3.64,-5.79,-4.0,,,2020.0,10.1002/aenm.202002649,opvdb_experimental,electrochemical,training
PM7,Y6,CCCCC(CC)Cc1sc(-c2c3ccsc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)cc23)cc1Cl,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.9,25.64,17.04,74.0,-5.575,-3.67,-5.65,-4.09,,,2020.0,10.1021/acsenergylett.0c00537,opvdb_experimental,electrochemical,training
PTQ10,p-BTP-C6Ph,CCCCCCCCC(CCCCCC)COc1cnc2c(-c3cccs3)c(F)c(F)cc2n1,CCc1ccc(-c2c(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc3c2sc2c4c5nsnc5c5c6sc7c(-c8ccc(CC)cc8)c(/C=C8\C(=O)c9cc(F)c(F)cc9C8=C(C#N)C#N)sc7c6n(CC)c5c4n(CC)c32)cc1,0.888,24.7,17.1,77.9,-5.54,-2.92,-5.59,-3.85,,,2020.0,10.1039/d0ee03506h,opvdb_experimental,electrochemical,training
PBDB-T,IDT-Py-IC,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCOc1ccc(C2(c3ccc(OCCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)n5CC)cc32)C(c2ccc(OCCCCCC)cc2)(c2ccc(OCCCCCC)cc2)c2cc(-c3ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)n3CC)sc2-4)cc1,1.09,3.46,1.64,43.58,-5.33,-3.48,-5.31,-3.67,,,2020.0,10.1016/j.orgel.2020.106015,opvdb_experimental,electrochemical,training
PBDTTT-E-T,NDI-BFR,CCCCC(CC)COC(=O)c1cc2csc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)c2s1,CCCCCCCCCCCCc1ccoc1-c1oc(-c2cc3c4c(ccc5c4c2C(=O)N(CC(CC)CCCC)C5=O)C(=O)N(CC(CC)CCCC)C3=O)cc1CCCCCCCCCCCC,0.75,6.22,1.64,34.0,-5.2,-3.34,-5.71,-3.86,,,2020.0,10.1002/marc.202000144,opvdb_experimental,electrochemical,training
PBDFNBO,PC71BM,CCCCCCCCCc1coc(-c2nc(CCCCCCCCC)c(-c3cc4c(OCC(CC)CCCC)c5occc5c(OCC(CC)CCCC)c4o3)o2)n1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,0.93,9.9,5.0,53.0,-5.07,-3.0,-5.9,-3.9,,,2020.0,10.1039/d0nj06111e,opvdb_experimental,electrochemical,training
B1,PC61BM,CCCCCCc1cc(-c2cc3c(-c4ccc(SCC(CC)CCCC)cc4)c4sc(-c5cc(CCCCCC)c(-c6cc(CCCCCC)c(-c7ccc(/C=C8/SC(=S)N(CCCC)C8=O)s7)s6)s5)cc4c(-c4ccc(SCC(CC)CCCC)cc4)c3s2)sc1-c1cc(CCCCCC)c(-c2ccc(/C=C3/SC(=S)N(CCCC)C3=O)s2)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,0.82,11.1,5.0,55.5,-5.37,-3.51,-6.1,-3.7,,,2020.0,10.1039/d0ra07415b,opvdb_experimental,electrochemical,training
PM6,PBI-α,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)sc5C4=C(C#N)C#N)cc21)C(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)c1cc(/C=C2\C(=O)c4ccsc4C2=C(C#N)C#N)sc1-3,0.93,19.0,11.4,64.6,-5.56,-3.65,-5.8,-3.7,,,2020.0,10.1021/acs.macromol.0c01405,opvdb_experimental,electrochemical,training
PBDTO-TPTI,PC71BM,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2cc3c(cc2c2sccc21)c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c1cc(-c2cc4c(OCC(CC)CCCC)c5sccc5c(OCC(CC)CCCC)c4s2)sc31,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,0.93,11.73,5.01,45.7,-5.43,-3.47,-5.9,-3.9,,,2020.0,10.1016/j.synthmet.2020.116413,opvdb_experimental,electrochemical,training
PBDTT-TPTI,PC71BM,CCCCCCCCCCC(CCCCCCCC)Cn1c(=O)c2cc3c(cc2c2sccc21)c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c1cc(-c2cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s2)sc31,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,0.97,12.35,5.03,42.0,-5.54,-3.53,-5.9,-3.9,,,2020.0,10.1016/j.synthmet.2020.116413,opvdb_experimental,electrochemical,training
