DonorName,AcceptorName,DonorSMILES,AcceptorSMILES,V_OC,J_SC,PCE,FF_percent,HOMO_D,LUMO_D,HOMO_A,LUMO_A,Lambda+,Lambda-,PubYear,DOI,source,orbital_label_type,split
PB-BT,Y6,CCCCCCCCCCC(CCCCCCCC)COc1c2cc(-c3sc(-c4ccc(-c5cc(CCCCCC)cs5)c5nsnc45)cc3CCCCCC)sc2c(OCC(CCCCCCCC)CCCCCCCCCC)c2ccsc12,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.79,21.69,9.56,56.0,-5.36,-3.67,-5.65,-4.09,,,2024.0,10.1016/j.optmat.2024.115778,opvdb_experimental,electrochemical,training
PM6,PY-C11,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)c(CCCCCCCCCCC)c3sc2c2c3nsnc3c3c4sc5c(CCCCCCCCCCC)c(C/C=C6/C(=O)c7cc(-c8cccs8)ccc7C6=C(C#N)C#N)sc5c4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c21,0.937,24.92,18.35,78.6,-5.56,-3.65,-5.68,-3.9,,,2024.0,10.1016/j.enchem.2024.100129,opvdb_experimental,electrochemical,training
2,PC71BM,CCCCC(CC)CN1C(=O)c2cccc3c(-c4ccc(-c5ccc6c7c(cccc57)C(=O)N(CC(CC)CCCC)C6=O)s4)ccc(c23)C1=O,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,0.82,14.19,8.03,69.0,-5.95,-3.62,-5.9,-3.9,,,2024.0,10.1021/acsami.4c00167,opvdb_experimental,electrochemical,training
PBDD4T,PC71BM,CCc1csc(-c2sc(-c3cc(CC)c(-c4ccc(-c5ccc(-c6sc(-c7sc(-c8cc(CC)c(-c9ccc(-c%10ccc(-c%11sc(-c%12sc(-c%13cc(CC)c(-c%14ccc(-c%15cccs%15)s%14)s%13)c%13c%12C(=O)c%12c(CC)sc(CC)c%12C%13=O)cc%11CC)s%10)s9)s8)c8c7C(=O)c7c(CC)sc(CC)c7C8=O)cc6CC)s5)s4)s3)c3c2C(=O)c2c(CC)sc(CC)c2C3=O)c1,CCCCC(=O)OCC1(C2=CC=CC=C2)C3=CC=CC4=CC=CC5=CC=CC6=CC=C7C=CC=CC8=CC=CC1=C8C7=C6C5=C4C3,0.79,12.23,4.68,48.43,-5.3,-3.535,-6.1,-3.9,,,2024.0,10.1002/ente.202401316,opvdb_experimental,electrochemical,training
PBDB-T,NCBDT,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCc1c2sc3c(c2c(CCCCCCCC)c2sc4c(c12)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(C=C2C(=O)c5cc(F)ccc5C2=C(C#N)C#N)sc1-4)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(C=C2C(=O)c4cc(F)ccc4C2=C(C#N)C#N)sc1-3,0.8046,23.135359,12.26,65.88,-5.33,-3.48,-5.36,-3.89,,,2024.0,10.1016/j.rio.2024.100748,opvdb_experimental,electrochemical,training
D18,IT-4Cl,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc23)cc1,0.895,19.69,11.75,66.69,-5.51,-2.77,-5.75,-4.09,,,2024.0,10.1021/acsmaterialslett.4c00287,opvdb_experimental,electrochemical,training
PM6,BTP-BO-4Cl,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1Cc1c-2n(CC(CCCC)CCCCCC)c2c1c1nsnc1c1c3c(n(CC(CCCC)CCCCCC)c12)-c1sc(/C=C2\C(=O)c4cc(Cl)c(Cl)cc4C2=C(C#N)C#N)c(CCCCCCCCCCC)c1C3,0.846,27.85,18.42,78.12,-5.56,-3.65,-5.62,-4.05,,,2024.0,10.1021/acs.macromol.4c01285,opvdb_experimental,electrochemical,training
PB2,BTP-eC9,CCCCCCCCCCC(CCCCCCCC)COC(=O)c1cc2c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sccc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)sc(-c3cccs3)c2s1,CCCCCCCCCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCC)c(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,0.866,26.7,18.1,78.1,-4.94,-3.31,-5.68,-3.9,,,2024.0,10.1021/acsenergylett.4c00723,opvdb_experimental,electrochemical,training
D18,SF-HR,CCCCCCC(CCCC)CC1=CSC(C2=CC3=C(S2)C2=C(C=C(C4=CC(CC(CCCC)CCCCCC)=C(C5=CC6=C(C7=CC(F)=C(CC(CC)CCCC)S7)C7=C(C=CS7)C(C7=CC(F)=C(CC(CC)CCCC)S7)=C6S5)S4)S2)C2=NSN=C32)=C1,CCN1C(=O)/C(=C/c2ccc(-c3ccc4c(c3)C3(c5cc(-c6ccc(/C=C7\SC(=S)N(CC)C7=O)s6)ccc5-4)c4cc(-c5ccc(/C=C6\SC(=S)N(CC)C6=O)s5)ccc4-c4ccc(-c5ccc(/C=C6\SC(=S)N(CC)C6=O)s5)cc43)s2)SC1=S,1.186,7.52,5.03,56.4,-5.51,-2.77,-5.53,-3.33,,,2024.0,10.1002/adfm.202414292,opvdb_experimental,electrochemical,training
PM6,BTP-Th,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCc1ccc(-c2c(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc3c2sc2c4c5nsnc5c5c6sc7c(-c8ccc(CCCCCC)s8)c(/C=C8\C(=O)c9cc(F)c(F)cc9C8=C(C#N)C#N)sc7c6n(CC(CCCC)CCCCCC)c5c4n(CC(CCCC)CCCCCC)c32)s1,0.871,26.07,17.58,77.44,-5.56,-3.65,-5.75,-3.96,,,2024.0,10.1002/adma.202407613,opvdb_experimental,electrochemical,training
PM7,IT-4F,CCCCC(CC)Cc1sc(-c2c3ccsc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)cc23)cc1Cl,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.885,21.05,14.07,75.51,-5.575,-3.67,-5.66,-4.14,,,2023.0,10.1002/adma.202305652,opvdb_experimental,electrochemical,training
PTQ-10,IDTPC-Me,CCOc1cnc2c(-c3ccc(-c4c(F)c(F)c(-c5ccc(-c6c(F)c(F)c(-c7cccs7)c7ncc(OCC)nc67)s5)c5ncc(OCC)nc45)s3)c(F)c(F)cc2n1,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4c(csc4C)C2=C(C#N)C#N)sc1-3,0.95,13.8,9.2,70.3,-5.54,-2.92,-5.62,-3.92,,,2023.0,10.1021/accountsmr.3c00160,opvdb_experimental,electrochemical,training
PM6,PY2F-T,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCCCCCCc1c(/C=C2\C(=O)c3c(F)cc(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8c(cc(F)c(-c9cccs9)c8F)C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,0.887,26.2,17.38,74.8,-5.56,-3.65,-5.71,-3.84,,,2023.0,10.1002/adfm.202300712,opvdb_experimental,electrochemical,training
JD40-BDD20,PA-5,CCCCCCC(CCCC)Cc1cc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8ccc(CC(CC)CCCC)s8)c8sc(-c9ccc(-c%10sc(-c%11cccs%11)c%11c%10C(=O)c%10c(CC(CC)CCCC)sc(CC(CC)CCCC)c%10C%11=O)s9)cc8c(-c8ccc(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)sc1-c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sccc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)c(CCCCCCCCCCC)c3sc2c2c3nsnc3c3c4sc5c(CCCCCCCCCCC)c(/C=C6\C(=O)c7cc(-c8cccs8)ccc7C6=C(C#N)C#N)sc5c4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c21,0.9,24.62,17.39,78.4,-5.28,-3.27,-5.63,-3.72,,,2023.0,10.1002/adfm.202313722,opvdb_experimental,electrochemical,training
PM6,CH1007,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)[se]c2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)[se]c6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,0.825,27.5,17.47,77.0,-5.56,-3.65,-5.59,-3.97,,,2023.0,10.1002/aenm.202304477,opvdb_experimental,electrochemical,training
D18,Y7,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.847,26.77,17.18,75.78,-5.51,-2.77,-5.72,-4.16,,,2023.0,10.1002/anie.202318360,opvdb_experimental,electrochemical,training
PBTz-F,PM6,CCCCCCCCC(CCCCCC)Cc1nc2c(-c3ccc(-c4cc5c(-c6cc(F)c(CC(CC)CCCC)s6)c6sccc6c(-c6cc(F)c(CC(CC)CCCC)s6)c5s4)s3)c(F)c(F)c(-c3cccs3)c2s1,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,0.905,27.24,19.54,79.26,-5.43,-3.37,-5.56,-3.65,,,2023.0,10.1002/adma.202300631,opvdb_experimental,electrochemical,training
PiBT,Y6,CCCCCCN1C(=O)c2ccc(/C=C/c3ccc(/C=C/c4ccc5c(c4)C(=O)N(CCCCCC)C5=O)c4nsnc34)cc2C1=O,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.87,28.2,19.0,77.3,-5.8,-3.3,-5.65,-4.09,,,2023.0,10.1002/adma.202312311,opvdb_experimental,electrochemical,training
M8,PC71BM,CCCCCCC(CCCC)Cn1c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2c2oc3c(OCC(CC)CCCC)c4c(oc5c6sc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)cc6n(CC(CCCC)CCCCCC)c54)c(OCC(CC)CCCC)c3c21,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,0.81,12.8,6.7,68.0,-5.49,-3.91,-5.9,-3.9,,,2023.0,10.1016/j.cclet.2023.108438,opvdb_experimental,electrochemical,training
P3HT,PY-IT,CCCCCCc1ccsc1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9cccs9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,0.601,4.71,1.17,41.4,-5.01,-3.12,-5.68,-3.94,,,2023.0,10.1016/j.chempr.2023.04.021,opvdb_experimental,electrochemical,training
PM6,H2,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21.CCl.CCl,0.84,13.88,6.59,56.27,-5.56,-3.65,-5.62,-3.94,,,2023.0,10.1002/solr.202300143,opvdb_experimental,electrochemical,training
PCE10,ITIC-4F,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)scc2c1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6/C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4/C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.64,18.79,6.48,55.0,-5.21,-3.6,-5.82,-4.24,,,2023.0,10.1002/aenm.202301696,opvdb_experimental,electrochemical,training
P3HT,IDTBR,CCCCCCc1ccsc1,CCN1C(=O)/C(=C/c2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(CC)CC)-c3sc(-c4ccc(/C=C6\SC(=S)N(CC)C6=O)c6nsnc46)cc3C5(CC)CC)c3nsnc23)SC1=S,0.73,14.6,7.0,66.0,-5.01,-3.12,-5.63,-3.8,,,2023.0,10.1016/j.jmgm.2023.108432,opvdb_experimental,electrochemical,training
PM6,PZC24,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)c(CC(CCCC)CCCCCC)c3sc2c2c3nc4cc(F)c(F)cc4nc3c3c4sc5c(CC(CCCC)CCCCCC)c(C/C=C6/C(=O)c7cc(-c8scc(F)c8F)ccc7C6=C(C#N)C#N)sc5c4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c21,0.946,23.76,16.82,74.47,-5.56,-3.65,-5.69,-3.7,,,2023.0,10.1002/aenm.202300301,opvdb_experimental,electrochemical,training
PTO2,IT-4F,CCOC(=O)c1ccsc1-c1cc2c(-c3cc(F)c(CC)s3)c3sc(-c4cc(C(=O)OCC)c(-c5cc6c(-c7cc(F)c(CC)s7)c7sc(-c8cc(C(=O)OCC)c(-c9cc%10c(-c%11cc(F)c(CC)s%11)c%11sccc%11c(-c%11cc(F)c(CC)s%11)c%10s9)s8)cc7c(-c7cc(F)c(CC)s7)c6s5)s4)cc3c(-c3cc(F)c(CC)s3)c2s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,1.72,12.51,16.61,77.2,-5.59,-3.67,-5.66,-4.14,,,2023.0,10.1002/solr.202300642,opvdb_experimental,electrochemical,training
PM6,CH-D1,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2c3sc(/C=C4\C(=O)c5ccc(-c6sc(-c7ccc8c(c7)C(=O)/C(=C/Cc7sc9c(sc%10c%11c%12nc%13cc(F)c(F)cc%13nc%12c%12c%13sc%14c(CC(CCCC)CCCCCC)c(/C=C%15\C(=O)c%16ccccc%16C%15=C(C#N)C#N)sc%14c%13n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c%12c%11n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c9%10)c7CC(CCCC)CCCCCC)C8=C(C#N)C#N)c(F)c6F)cc5C4=C(C#N)C#N)c(CC(CCCC)CCCCCC)c3sc2c2c3nc4cc(F)c(F)cc4nc3c3c4sc5c(CC(CCCC)CCCCCC)c(C/C=C6/C(=O)c7ccccc7C6=C(C#N)C#N)sc5c4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c21,0.949,23.9,16.62,73.2,-5.56,-3.65,-5.68,-3.68,,,2023.0,10.1002/aenm.202300301,opvdb_experimental,electrochemical,training
PM6,PYFT-o,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2c3sc(/C=C4\C(=O)c5c(F)cccc5C4=C(C#N)C#N)c(CCCCCCCCCCC)c3sc2c2c3nsnc3c3c4sc5c(CCCCCCCCCCC)c(/C=C6\C(=O)c7c(ccc(-c8cccs8)c7F)C6=C(C#N)C#N)sc5c4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c21,0.879,25.29,16.96,76.3,-5.56,-3.65,-5.715,-3.805,,,2023.0,10.1039/d3ee02953k,opvdb_experimental,electrochemical,training
PBDFCl-2,Y6,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8sc(CC(CC)CCCC)cc8Cl)c8occc8c(-c8sc(CC(CC)CCCC)cc8Cl)c7o6)s5)sc4c3s2)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.88,26.94,17.0,71.59,-5.51,-3.55,-5.65,-4.09,,,2023.0,10.1002/adfm.202300981,opvdb_experimental,electrochemical,training
PC5,Y6,CCCCC(CC)COC(=O)c1csc(-c2cc3c(OCC(CC)CCCC)c4sccc4c(OCC(CC)CCCC)c3s2)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,0.856,26.2,17.02,75.9,-5.5,-3.38,-5.65,-4.09,,,2023.0,10.1002/smll.202303226,opvdb_experimental,electrochemical,training
PDBQx-TCl,PY-IT,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nccnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7sc8c(-c9cc(Cl)c(CC(CC)CCCC)s9)c9c(sc%10ccsc%109)c(-c9cc(Cl)c(CC(CC)CCCC)s9)c8c7s6)s5)sc4c3s2)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9cccs9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,0.81,23.5,16.8,78.6,-5.23,-2.67,-5.68,-3.94,,,2023.0,10.1039/d3ee02700g,opvdb_experimental,electrochemical,training
D18,N4,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCCCN1C(=O)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)s3)c3c4c(cc(-c5ccc(C=C6C(=O)c7ccccc7C6=O)s5)c(c24)C1=O)C(=O)N(CCCCCCCC)C3=O,0.87,24.9,16.8,77.4,-5.51,-2.77,-5.54,-3.67,,,2023.0,10.1002/aenm.202303799,opvdb_experimental,electrochemical,training
PSEHTT,FTTB,CCCCC(CC)Cc1ccsc1-c1nc2sc(-c3sc(-c4cc5c(s4)-c4sccc4[Si]5(CC(CC)CCCC)CC(CC)CCCC)cc3CC(CC)CCCC)nc2s1,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(C=C4C(=O)N(CC)C(=S)N(CC)C4=O)s3)ccc2-c2ccc(-c3ccc(C=C4C(=O)N(CC)C(=S)N(CC)C4=O)s3)cc21,1.0,12.47,7.17,51.0,-5.1,-3.3,-5.65,-3.62,,,2023.0,10.1016/j.jphotochem.2023.115162,opvdb_experimental,electrochemical,training
PM6,ITIC-4 F,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(CC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6/C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4/C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.85,24.5,14.04,67.1,-5.56,-3.65,-5.82,-4.24,,,2023.0,10.1002/solr.202300320,opvdb_experimental,electrochemical,training
PBDB-T,ITIC2,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4c(-c5ccc(CC(CC)CCCC)s5)c5c6c(sc5c(-c5ccc(CC(CC)CCCC)s5)c4c32)-c2sc(C=C3C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,0.874,15.19,9.38,70.5,-5.33,-3.48,-5.43,-3.8,,,2023.0,10.1002/solr.202300047,opvdb_experimental,electrochemical,training
