PaperLabel,DOI,V_OC,J_SC,PCE,DonorNo,DonorName,DonorSMILES,HOMO_D,LUMO_D,Lambda+,AcceptorNo,AcceptorName,AcceptorSMILES,HOMO_A,LUMO_A,LUMO+1_A,Lambda-,Model1_PCE,Model2_PCE,Model3_PCE
95.0,10.1021/cm301095x,0.718,6.67,1.7,157,8,CCC#Cc1cc(-c2ccc(C3=C4C(=O)N(CC)C(c5cccs5)=C4C(=O)N3CC)s2)sc1C#Cc1sc(-c2ccc(C3=C4C(=O)N(CC)C(c5cccs5)=C4C(=O)N3CC)s2)cc1C#CCC,-4.7407675,-2.82481388,0.08558,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,2.141573,1.552191,2.62512
94.0,10.1039/c2nj40963a,0.66,3.17,0.78,158,FL(TDPP)2,CCN1C(=O)C2=C(c3ccc(-c4ccc5c(c4)-c4cc(-c6ccc(C7=C8C(=O)N(CC)C(c9cccs9)=C8C(=O)N7CC)s6)ccc4C5(CC)CC)s3)N(CC)C(=O)C2=C1c1cccs1,-4.91138289,-2.48902539,0.087419,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,2.410542,2.654043,2.30995
94.0,10.1039/c2nj40963a,0.65,2.63,0.75,159,PTZ(TDPP)2,CCN1C(=O)C2=C(c3ccc(-c4ccc5c(c4)Sc4cc(-c6ccc(C7=C8C(=O)N(CC)C(c9cccs9)=C8C(=O)N7CC)s6)ccc4N5CC)s3)N(CC)C(=O)C2=C1c1cccs1,-4.82621125,-2.50371954,0.095397,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,2.192361,2.481483,2.104241
94.0,10.1039/c2nj40963a,0.64,1.95,0.53,160,DPA(TDPP)2,CCN1C(=O)C2=C(c3ccc(-c4ccc(N(CC)c5ccc(-c6ccc(C7=C8C(=O)N(CC)C(c9cccs9)=C8C(=O)N7CC)s6)cc5)cc4)s3)N(CC)C(=O)C2=C1c1cccs1,-4.68307937,-2.58236044,0.113561,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,1.75279,1.610377,2.202477
94.0,10.1039/c2nj40963a,0.66,4.12,1.5,161,CZ(TDPP)2,CCN1C(=O)C2=C(c3ccc(-c4ccc5c(c4)c4cc(-c6ccc(C7=C8C(=O)N(CC)C(c9cccs9)=C8C(=O)N7CC)s6)ccc4n5CC)s3)N(CC)C(=O)C2=C1c1cccs1,-4.78294515,-2.43786799,0.091588,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,2.320773,2.718955,2.054817
93.0,10.1021/acsami.5b03338,0.82,11.9,5.44,162,"DPP2AN(2,6)",CCN1C(=O)C2=C(c3ccc(-c4ccc5cc6cc(-c7ccc(C8=C9C(=O)N(CC)C(c%10cccs%10)=C9C(=O)N8CC)s7)ccc6cc5c4)s3)N(CC)C(=O)C2=C1c1cccs1,-4.82893239,-2.65066102,0.08593,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,3.473209,3.307192,3.486189
93.0,10.1021/acsami.5b03338,0.97,4.09,1.45,163,"DPP2AN(9,10)",CCN1C(=O)C2=C(c3ccc(-c4c5ccccc5c(-c5ccc(C6=C7C(=O)N(CC)C(c8cccs8)=C7C(=O)N6CC)s5)c5ccccc45)s3)N(CC)C(=O)C2=C1c1cccs1,-4.95437688,-2.48657637,0.122349,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.732444,2.35796,2.622167
110.0,10.1039/C4TA06035K,0.68,13.39,5.03,164,F(DPP)2B2,CCc1ccc(-c2ccc(-c3ccc(C4=C5C(=O)N(CC)C(c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(C%11=C%12C(=O)N(CC)C(c%13ccc(-c%14ccc(-c%15ccc(CC)s%15)s%14)s%13)=C%12C(=O)N%11CC)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)=C5C(=O)N4CC)s3)s2)s1,-4.60090098,-2.82590234,0.080977,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,3.39933,3.871451,3.728496
111.0,10.1002/aenm.201400879,0.66,8.16,2.3,165,T-DPP,CCc1ccc(-c2ccc(C3=C4C(=O)N(CC)C(c5ccc(-c6ccc(-c7ccc(C8=C9C(=O)N(CC)C(c%10ccc(-c%11ccc(CC)cc%11)s%10)=C9C(=O)N8CC)s7)s6)s5)=C4C(=O)N3CC)s2)cc1,-4.67110636,-2.73256729,0.107876,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.303671,2.033603,2.316401
58.0,10.1039/c2ta00148a,0.94,8.55,4.02,166,DPP(CT)2,CCOC(=O)c1ccc(-c2ccc(C3=C4C(=O)N(CC)C(c5ccc(-c6ccc(C(=O)OCC)s6)s5)=C4C(=O)N3CC)s2)s1,-5.01533038,-2.8841347,0.157861,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.165853,2.129205,2.503421
111.0,10.1002/aenm.201400879,0.66,8.47,2.1,167,ING-DPP,CCc1ccc(-c2ccc(C3=C4C(=O)N(CC)C(c5ccc(-c6ccc(-c7ccc8c(c7)N(CC)C(=O)C8=C7C(=O)N(CC)c8cc(-c9ccc(-c%10ccc(C%11=C%12C(=O)N(CC)C(c%13ccc(-c%14ccc(CC)cc%14)s%13)=C%12C(=O)N%11CC)s%10)s9)ccc87)s6)s5)=C4C(=O)N3CC)s2)cc1,-4.7505636,-2.94019015,0.076414,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,1.612085,1.240946,1.879117
125.0,10.1002/adma.201302007,0.89,8.98,4.8,168,5A,CCN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(=O)N(CC)C(c7cccs7)=C6C(=O)N5CC)s4)cc3)N(CC)C(=O)C2=C1c1ccc(-c2ccc(C3=C4C(=O)N(CC)C(c5cccs5)=C4C(=O)N3CC)s2)cc1,-4.89614451,-2.81773892,0.083332,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,1.88341,1.596574,2.012797
124.0,10.1016/j.dyepig.2014.12.007,0.5,2.75,0.39,169,PDPP-CZ,CCN1C(=O)C2=C(c3ccc(-c4ccc(-n5c6ccc(C(C)C)cc6c6cc(C(C)C)ccc65)cc4)s3)N(CC)C(=O)C2=C1c1ccc(-c2ccc(-c3ccc(-c4nc(-c5ccc(-c6ccc(-c7ccc(C8=C9C(=O)N(CC)C(c%10ccc(-c%11ccc(-n%12c%13ccc(C(C)C)cc%13c%13cc(C(C)C)ccc%13%12)cc%11)s%10)=C9C(=O)N8CC)s7)cc6)cc5)nc(-c5ccc(-c6ccc(-c7ccc(C8=C9C(=O)N(CC)C(c%10ccc(-c%11ccc(-n%12c%13ccc(C(C)C)cc%13c%13cc(C(C)C)ccc%13%12)cc%11)s%10)=C9C(=O)N8CC)s7)cc6)cc5)n4)cc3)cc2)s1,-4.87927345,-2.63542264,0.048825,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,1.992638,1.956728,1.955496
124.0,10.1016/j.dyepig.2014.12.007,0.61,5.85,1.14,170,PDPP-TPA,CCN1C(=O)C2=C(c3ccc(-c4ccc(N(c5ccc(C(C)C)cc5)c5ccc(C(C)C)cc5)cc4)s3)N(CC)C(=O)C2=C1c1ccc(-c2ccc(-c3ccc(-c4nc(-c5ccc(-c6ccc(-c7ccc(C8=C9C(=O)N(CC)C(c%10ccc(-c%11ccc(N(c%12ccc(C(C)C)cc%12)c%12ccc(C(C)C)cc%12)cc%11)s%10)=C9C(=O)N8CC)s7)cc6)cc5)nc(-c5ccc(-c6ccc(-c7ccc(C8=C9C(=O)N(CC)C(c%10ccc(-c%11ccc(N(c%12ccc(C(C)C)cc%12)c%12ccc(C(C)C)cc%12)cc%11)s%10)=C9C(=O)N8CC)s7)cc6)cc5)n4)cc3)cc2)s1,-4.63219408,-2.46916108,0.048861,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.41811,2.375809,2.422201
124.0,10.1016/j.dyepig.2014.12.007,0.73,6.34,1.57,171,TDPP-TPA,CCN1C(=O)C2=C(c3ccc(-c4ccc(N(c5ccc(C(C)C)cc5)c5ccc(C(C)C)cc5)cc4)s3)N(CC)C(=O)C2=C1c1ccc(-c2ccc(-c3nc(-c4ccc(-c5ccc(C6=C7C(=O)N(CC)C(c8ccc(-c9ccc(N(c%10ccc(C(C)C)cc%10)c%10ccc(C(C)C)cc%10)cc9)s8)=C7C(=O)N6CC)s5)cc4)nc(-c4ccc(-c5ccc(C6=C7C(=O)N(CC)C(c8ccc(-c9ccc(N(c%10ccc(C(C)C)cc%10)c%10ccc(C(C)C)cc%10)cc9)s8)=C7C(=O)N6CC)s5)cc4)n3)cc2)s1,-4.63709213,-2.54263182,0.047674,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.139388,2.05357,2.180238
123.0,10.1002/asia.201300371,0.77,7.69,3.41,172,3D-B-T-P,CCc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(CC)C(c7cccs7)=C6C(=O)N5CC)s4)sc3c(-c3ccc(CC)s3)c3sc(-c4ccc(-c5cc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9cc(-c%10ccc(C%11=C%12C(=O)N(CC)C(c%13cccs%13)=C%12C(=O)N%11CC)s%10)sc9c(-c9ccc(CC)s9)c8s7)s6)cc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9cc(-c%10ccc(C%11=C%12C(=O)N(CC)C(c%13cccs%13)=C%12C(=O)N%11CC)s%10)sc9c(-c9ccc(CC)s9)c8s7)s6)c5)s4)cc23)s1,-4.85315052,-2.55514906,0.054283,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,3.444141,3.426173,3.704839
123.0,10.1002/asia.201300371,0.74,5.57,1.81,173,2D-B-T-P,CCc1ccc(-c2c3ccsc3c(-c3ccc(CC)s3)c3sc(-c4ccc(-c5cc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9cc(-c%10ccc(C%11=C%12C(=O)N(CC)C(c%13cccs%13)=C%12C(=O)N%11CC)s%10)sc9c(-c9ccc(CC)s9)c8s7)s6)cc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9cc(-c%10ccc(C%11=C%12C(=O)N(CC)C(c%13cccs%13)=C%12C(=O)N%11CC)s%10)sc9c(-c9ccc(CC)s9)c8s7)s6)c5)s4)cc23)s1,-4.84716402,-2.5480741,0.063609,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,3.961883,3.705304,3.732088
123.0,10.1002/asia.201300371,0.7,3.87,0.75,174,2D-T-P,CCN1C(=O)C2=C(c3ccc(-c4ccc(-c5cc(-c6cccs6)cc(-c6ccc(-c7ccc(C8=C9C(=O)N(CC)C(c%10cccs%10)=C9C(=O)N8CC)s7)s6)c5)s4)s3)N(CC)C(=O)C2=C1c1cccs1,-4.8585928,-2.62208906,0.082679,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.182407,2.137771,1.841756
123.0,10.1002/asia.201300371,0.84,4.45,1.2,175,3D-HT-P,CCc1cc(-c2ccc(C3=C4C(=O)N(CC)C(c5cccs5)=C4C(=O)N3CC)s2)sc1-c1cc(-c2sc(-c3ccc(C4=C5C(=O)N(CC)C(c6cccs6)=C5C(=O)N4CC)s3)cc2CC)cc(-c2sc(-c3ccc(C4=C5C(=O)N(CC)C(c6cccs6)=C5C(=O)N4CC)s3)cc2CC)c1,-4.85505532,-2.58671426,0.055973,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.991223,2.521813,3.159157
123.0,10.1002/asia.201300371,0.68,4.8,1.12,176,3D-T-P,CCN1C(=O)C2=C(c3ccc(-c4ccc(-c5cc(-c6ccc(-c7ccc(C8=C9C(=O)N(CC)C(c%10cccs%10)=C9C(=O)N8CC)s7)s6)cc(-c6ccc(-c7ccc(C8=C9C(=O)N(CC)C(c%10cccs%10)=C9C(=O)N8CC)s7)s6)c5)s4)s3)N(CC)C(=O)C2=C1c1cccs1,-4.88253882,-2.65474273,0.053624,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.228357,2.22445,1.772629
122.0,10.1039/c5ra07383a,0.64,9.48,3.69,177,TPA(DPPT2)2,CCc1ccc(-c2ccc(-c3ccc(C4=C5C(=O)N(CC)C(c6ccc(-c7ccc(N(c8ccc(-c9ccc(C%10=C%11C(=O)N(CC)C(c%12ccc(-c%13ccc(-c%14ccc(CC)s%14)s%13)s%12)=C%11C(=O)N%10CC)s9)cc8)c8ccc(C(C)C)cc8)cc7)s6)=C5C(=O)N4CC)s3)s2)s1,-4.5932818,-2.5521558,0.083337,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.287669,3.178193,1.869258
121.0,10.1039/C4TA03688C,0.8,8.95,3.67,178,TPA(DPP-PN)3,CCN1C(=O)C2=C(c3ccc(-c4ccc5c(ccc6ccccc65)c4)s3)N(CC)C(=O)C2=C1c1ccc(-c2ccc(N(c3ccc(-c4ccc(C5=C6C(=O)N(CC)C(c7ccc(-c8ccc9c(ccc%10ccccc%109)c8)s7)=C6C(=O)N5CC)s4)cc3)c3ccc(-c4ccc(C5=C6C(=O)N(CC)C(c7ccc(-c8ccc9c(ccc%10ccccc%109)c8)s7)=C6C(=O)N5CC)s4)cc3)cc2)s1,-4.67165059,-2.56548938,0.059359,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,3.119253,3.286039,2.695518
120.0,10.1021/am302623k,0.8,5.83,1.98,179,4-BU[-DPP)3TPA,CCc1ccc(-c2ccc(C3=C4C(=O)N(CC)C(c5ccc(-c6ccc(N(c7ccc(-c8ccc(C9=C%10C(=O)N(CC)C(c%11ccc(-c%12ccc(CC)cc%12)s%11)=C%10C(=O)N9CC)s8)cc7)c7ccc(-c8ccc(C9=C%10C(=O)N(CC)C(c%11ccc(-c%12ccc(CC)cc%12)s%11)=C%10C(=O)N9CC)s8)cc7)cc6)s5)=C4C(=O)N3CC)s2)cc1,-4.64525555,-2.516781,0.061399,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,2.169093,2.535821,1.75463
120.0,10.1021/am302623k,0.76,5.14,1.63,180,(4-FP-DPP)3TPA,CCN1C(=O)C2=C(c3ccc(-c4ccc(N(c5ccc(-c6ccc(C7=C8C(=O)N(CC)C(c9ccc(-c%10ccc(F)cc%10)s9)=C8C(=O)N7CC)s6)cc5)c5ccc(-c6ccc(C7=C8C(=O)N(CC)C(c9ccc(-c%10ccc(F)cc%10)s9)=C8C(=O)N7CC)s6)cc5)cc4)s3)N(CC)C(=O)C2=C1c1ccc(-c2ccc(F)cc2)s1,-4.73260409,-2.60549012,0.061542,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,2.797708,2.940742,2.398897
120.0,10.1021/am302623k,0.72,7.94,2.98,181,(P-DPP)3TPA,CCN1C(=O)C2=C(c3ccc(-c4ccc(N(c5ccc(-c6ccc(C7=C8C(=O)N(CC)C(c9ccc(-c%10ccccc%10)s9)=C8C(=O)N7CC)s6)cc5)c5ccc(-c6ccc(C7=C8C(=O)N(CC)C(c9ccc(-c%10ccccc%10)s9)=C8C(=O)N7CC)s6)cc5)cc4)s3)N(CC)C(=O)C2=C1c1ccc(-c2ccccc2)s1,-4.68416782,-2.55378849,0.060138,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,2.308166,2.659092,2.087467
118.0,10.1039/c3ta10640c,0.81,10.06,2.95,182,TPA-T-DPP,CCN1C(=O)C2=C(c3ccc(-c4ccc(-c5ccc(N(c6ccc(-c7ccc(-c8ccc(C9=C%10C(=O)N(CC)C(c%11cccs%11)=C%10C(=O)N9CC)s8)s7)cc6)c6ccc(-c7ccc(-c8ccc(C9=C%10C(=O)N(CC)C(c%11cccs%11)=C%10C(=O)N9CC)s8)s7)cc6)cc5)s4)s3)N(CC)C(=O)C2=C1c1cccs1,-4.734781,-2.57474125,0.051525,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.128191,2.281996,3.098579
117.0,10.1039/c2jm16760c,0.66,7.92,1.81,183,TPAKP-3,CCN1C(=O)C2=C(c3ccc(-c4ccc(N(c5ccc(-c6ccc(C7=C8C(=O)N(CC)C(c9cccs9)=C8C(=O)N7CC)s6)cc5)c5ccc(-c6ccc(C7=C8C(=O)N(CC)C(c9cccs9)=C8C(=O)N7CC)s6)cc5)cc4)s3)N(CC)C(=O)C2=C1c1cccs1,-4.74702612,-2.53882223,0.060098,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,2.153675,1.541903,2.679823
117.0,10.1039/c2jm16760c,0.58,4.88,0.97,184,TPAKP-2,CCN1C(=O)C2=C(c3ccc(-c4ccc(N(c5ccccc5)c5ccc(-c6ccc(C7=C8C(=O)N(CC)C(c9cccs9)=C8C(=O)N7CC)s6)cc5)cc4)s3)N(CC)C(=O)C2=C1c1cccs1,-4.74376076,-2.48494368,0.083181,2,PCBM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,-5.654798,-3.09012489,-3.030532,0.075499,2.30596,1.391932,2.665073
116.0,10.1016/j.dyepig.2015.10.006,0.81,2.11,0.67,185,PH(DPP-THR)2,CCN1C(=O)C(=Cc2ccc(-c3ccc(C4=C5C(=O)N(CC)C(c6ccc(-c7ccc(-c8ccc(C9=C%10C(=O)N(CC)C(c%11ccc(-c%12ccc(C=C%13SC(=S)N(CC)C%13=O)s%12)s%11)=C%10C(=O)N9CC)s8)cc7)s6)=C5C(=O)N4CC)s3)s2)SC1=S,-5.00471794,-3.13284676,0.087269,1,PC70BM,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c9c9c%10c%10c%11c%11c2c2c4c4c%14c%12c%12c5c5c6c8c6c8c%13c9c9c%10c%10c%11c%11c2c4c2c4c%14c%12c%12c5c6c5c6c8c9c8c%10c%11c2c(c86)c4c%125)C713,-5.597654,-3.06209716,-2.994613,0.094445,3.725599,3.68093,3.944826
